address,held_from,sold_at,holding_period,Gain/Loss,Planning Area,property_tenure,transaction_price_dollars,project_name,area_sqft,sale_type,Year,Gain/Loss (SGD),held_year,held_month,sold_year,sold_month,months_held,Original Price (SGD)
11 FERNVALE LANE #06-03,2013-07-22,2023-10-19,10.0,614828,Sengkang,99 yrs from 03/07/2012,1350000,THE TOPIARY,1087,Resale,2023,"614,828",2013,7,2023,10,123,"735,172"
11 FERNVALE LANE #07-04,2013-07-16,2023-10-09,10.0,436560,Sengkang,99 yrs from 03/07/2012,1018000,THE TOPIARY,753,Resale,2023,"436,560",2013,7,2023,10,123,"581,440"
11 FERNVALE LANE #08-01,2013-02-05,2021-05-17,8.5,262005,Sengkang,99 yrs from 03/07/2012,948000,THE TOPIARY,915,Resale,2021,"262,005",2013,2,2021,5,99,"685,995"
11 FERNVALE LANE #08-05,2013-03-04,2021-06-16,8.5,296824,Sengkang,99 yrs from 03/07/2012,925000,THE TOPIARY,915,Resale,2021,"296,824",2013,3,2021,6,99,"628,176"
11 FERNVALE LANE #08-05,2021-06-16,2024-11-11,3.5,370000,Sengkang,99 yrs from 03/07/2012,1295000,THE TOPIARY,915,Resale,2024,"370,000",2021,6,2024,11,41,"925,000"
11 FERNVALE LANE #08-06,2013-07-18,2021-03-23,7.5,323760,Sengkang,99 yrs from 03/07/2012,1260000,THE TOPIARY,1259,Resale,2021,"323,760",2013,7,2021,3,92,"936,240"
11 FERNVALE LANE #08-06,2021-03-23,2024-04-12,3.0,478000,Sengkang,99 yrs from 03/07/2012,1738000,THE TOPIARY,1259,Resale,2024,"478,000",2021,3,2024,4,37,"1,260,000"
11 FERNVALE LANE #09-03,2013-06-12,2018-08-30,5.0,222776,Sengkang,99 yrs from 03/07/2012,970000,THE TOPIARY,1087,Resale,2018,"222,776",2013,6,2018,8,62,"747,224"
11 FERNVALE LANE #09-04,2013-05-30,2021-03-26,8.0,197592,Sengkang,99 yrs from 03/07/2012,784000,THE TOPIARY,753,Resale,2021,"197,592",2013,5,2021,3,94,"586,408"
11 FERNVALE LANE #09-04,2021-03-26,2024-03-28,3.0,236000,Sengkang,99 yrs from 03/07/2012,1020000,THE TOPIARY,753,Resale,2024,"236,000",2021,3,2024,3,36,"784,000"
11 FERNVALE LANE #09-05,2013-02-08,2023-04-26,10.0,545776,Sengkang,99 yrs from 03/07/2012,1178000,THE TOPIARY,915,Resale,2023,"545,776",2013,2,2023,4,122,"632,224"
11 FERNVALE LANE #09-06,2013-05-06,2023-12-01,10.5,639712,Sengkang,99 yrs from 03/07/2012,1600000,THE TOPIARY,1259,Resale,2023,"639,712",2013,5,2023,12,127,"960,288"
11 FERNVALE LANE #10-02,2013-01-30,2022-08-18,9.5,544325,Sengkang,99 yrs from 03/07/2012,1320000,THE TOPIARY,1087,Resale,2022,"544,325",2013,1,2022,8,115,"775,675"
11 FERNVALE LANE #10-04,2013-06-20,2021-10-18,8.5,236108,Sengkang,99 yrs from 03/07/2012,825000,THE TOPIARY,753,Resale,2021,"236,108",2013,6,2021,10,100,"588,892"
11 FERNVALE LANE #10-05,2013-04-15,2021-04-22,8.0,281820,Sengkang,99 yrs from 03/07/2012,918000,THE TOPIARY,915,Resale,2021,"281,820",2013,4,2021,4,96,"636,180"
11 FERNVALE LANE #10-06,2013-03-27,2023-06-01,10.0,695629,Sengkang,99 yrs from 03/07/2012,1630000,THE TOPIARY,1259,Resale,2023,"695,629",2013,3,2023,6,123,"934,371"
11 FERNVALE LANE #11-01,2013-08-07,2023-08-01,10.0,521655,Sengkang,99 yrs from 03/07/2012,1220000,THE TOPIARY,915,Resale,2023,"521,655",2013,8,2023,8,120,"698,345"
11 FERNVALE LANE #11-02,2013-03-26,2021-10-05,8.5,444772,Sengkang,99 yrs from 03/07/2012,1200000,THE TOPIARY,1087,Resale,2021,"444,772",2013,3,2021,10,103,"755,228"
11 FERNVALE LANE #11-03,2013-04-19,2021-08-18,8.5,414772,Sengkang,99 yrs from 03/07/2012,1170000,THE TOPIARY,1087,Resale,2021,"414,772",2013,4,2021,8,100,"755,228"
11 FERNVALE LANE #11-06,2013-04-01,2021-03-26,8.0,361630,Sengkang,99 yrs from 03/07/2012,1300000,THE TOPIARY,1259,Resale,2021,"361,630",2013,4,2021,3,95,"938,370"
11 FERNVALE LANE #12-01,2013-03-13,2021-04-06,8.0,247660,Sengkang,99 yrs from 03/07/2012,928000,THE TOPIARY,915,Resale,2021,"247,660",2013,3,2021,4,97,"680,340"
11 FERNVALE LANE #12-05,2013-04-17,2021-08-24,8.5,300816,Sengkang,99 yrs from 03/07/2012,945000,THE TOPIARY,915,Resale,2021,"300,816",2013,4,2021,8,100,"644,184"
11 FERNVALE LANE #13-01,2013-04-04,2021-09-16,8.5,250704,Sengkang,99 yrs from 03/07/2012,935000,THE TOPIARY,915,Resale,2021,"250,704",2013,4,2021,9,101,"684,296"
11 FERNVALE LANE #13-04,2013-07-11,2017-05-17,4.0,51564,Sengkang,99 yrs from 03/07/2012,648000,THE TOPIARY,753,Resale,2017,"51,564",2013,7,2017,5,46,"596,436"
11 FERNVALE LANE #13-04,2017-05-17,2021-04-01,4.0,129000,Sengkang,99 yrs from 03/07/2012,777000,THE TOPIARY,753,Resale,2021,"129,000",2017,5,2021,4,47,"648,000"
11 FERNVALE LANE #13-04,2021-04-01,2024-07-26,3.5,293000,Sengkang,99 yrs from 03/07/2012,1070000,THE TOPIARY,753,Resale,2024,"293,000",2021,4,2024,7,39,"777,000"
11 FERNVALE LANE #13-05,2013-05-14,2021-12-07,8.5,346768,Sengkang,99 yrs from 03/07/2012,995000,THE TOPIARY,915,Resale,2021,"346,768",2013,5,2021,12,103,"648,232"
11 FERNVALE LANE #13-06,2013-04-11,2022-01-25,9.0,462427,Sengkang,99 yrs from 03/07/2012,1408888,THE TOPIARY,1259,Resale,2022,"462,427",2013,4,2022,1,105,"946,461"
11 FERNVALE LANE #14-01,2013-05-14,2021-08-27,8.5,246656,Sengkang,99 yrs from 03/07/2012,935000,THE TOPIARY,915,Resale,2021,"246,656",2013,5,2021,8,99,"688,344"
11 FERNVALE LANE #14-02,2013-04-19,2021-06-24,8.0,317812,Sengkang,99 yrs from 03/07/2012,1085000,THE TOPIARY,1087,Resale,2021,"317,812",2013,4,2021,6,98,"767,188"
11 FERNVALE LANE #14-06,2013-04-16,2021-08-24,8.5,359447,Sengkang,99 yrs from 03/07/2012,1310000,THE TOPIARY,1259,Resale,2021,"359,447",2013,4,2021,8,100,"950,553"
11 FERNVALE LANE #15-05,2013-09-20,2022-03-14,8.5,359498,Sengkang,99 yrs from 03/07/2012,1030000,THE TOPIARY,915,Resale,2022,"359,498",2013,9,2022,3,102,"670,502"
11 FERNVALE LANE #15-06,2013-01-28,2023-10-18,10.5,695712,Sengkang,99 yrs from 03/07/2012,1640000,THE TOPIARY,1259,Resale,2023,"695,712",2013,1,2023,10,129,"944,288"
11 FERNVALE LANE #16-04,2013-06-20,2022-09-22,9.5,297000,Sengkang,99 yrs from 03/07/2012,900888,THE TOPIARY,753,Resale,2022,"297,000",2013,6,2022,9,111,"603,888"
11 FERNVALE LANE #16-06,2013-01-22,2021-03-23,8.0,351664,Sengkang,99 yrs from 03/07/2012,1300000,THE TOPIARY,1259,Resale,2021,"351,664",2013,1,2021,3,98,"948,336"
11 FERNVALE LANE #17-01,2013-04-24,2021-09-16,8.5,291196,Sengkang,99 yrs from 03/07/2012,991500,THE TOPIARY,915,Resale,2021,"291,196",2013,4,2021,9,101,"700,304"
11 FERNVALE LANE #18-02,2013-03-12,2022-06-27,9.5,496804,Sengkang,99 yrs from 03/07/2012,1280000,THE TOPIARY,1087,Resale,2022,"496,804",2013,3,2022,6,111,"783,196"
11 FERNVALE LANE #18-04,2013-06-20,2022-07-04,9.0,291144,Sengkang,99 yrs from 03/07/2012,900000,THE TOPIARY,753,Resale,2022,"291,144",2013,6,2022,7,109,"608,856"
11 FERNVALE LANE #19-03,2013-06-19,2023-12-06,10.5,642756,Sengkang,99 yrs from 03/07/2012,1430000,THE TOPIARY,1087,Resale,2023,"642,756",2013,6,2023,12,126,"787,244"
11 FERNVALE LANE #19-05,2013-05-17,2022-06-03,9.0,495756,Sengkang,99 yrs from 03/07/2012,1168000,THE TOPIARY,915,Resale,2022,"495,756",2013,5,2022,6,109,"672,244"
11 FERNVALE LANE #19-06,2013-03-05,2021-08-27,8.5,389704,Sengkang,99 yrs from 03/07/2012,1350000,THE TOPIARY,1259,Resale,2021,"389,704",2013,3,2021,8,101,"960,296"
11 FERNVALE LANE #20-01,2013-05-16,2022-08-30,9.5,437736,Sengkang,99 yrs from 03/07/2012,1150000,THE TOPIARY,915,Resale,2022,"437,736",2013,5,2022,8,111,"712,264"
11 FERNVALE LANE #20-02,2013-04-29,2023-08-01,10.5,597688,Sengkang,99 yrs from 03/07/2012,1388888,THE TOPIARY,1087,Resale,2023,"597,688",2013,4,2023,8,124,"791,200"
11 FERNVALE LANE #20-03,2013-04-30,2022-07-20,9.0,473800,Sengkang,99 yrs from 03/07/2012,1265000,THE TOPIARY,1087,Resale,2022,"473,800",2013,4,2022,7,111,"791,200"
11 FERNVALE LANE #21-01,2013-05-15,2021-04-19,8.0,230188,Sengkang,99 yrs from 03/07/2012,946500,THE TOPIARY,915,Resale,2021,"230,188",2013,5,2021,4,95,"716,312"
11 FERNVALE LANE #21-05,2016-08-30,2024-06-03,8.0,518000,Sengkang,99 yrs from 03/07/2012,1295000,THE TOPIARY,915,Resale,2024,"518,000",2016,8,2024,6,94,"777,000"
11 FERNVALE LANE #22-01,2013-05-15,2021-04-15,8.0,239732,Sengkang,99 yrs from 03/07/2012,960000,THE TOPIARY,915,Resale,2021,"239,732",2013,5,2021,4,95,"720,268"
11 FERNVALE LANE #22-05,2013-03-19,2021-06-10,8.0,265796,Sengkang,99 yrs from 03/07/2012,950000,THE TOPIARY,915,Resale,2021,"265,796",2013,3,2021,6,99,"684,204"
11 FERNVALE LANE #23-01,2013-03-28,2017-05-22,4.0,-9855,Sengkang,99 yrs from 03/07/2012,1492000,THE TOPIARY,2131,Resale,2017,"-9,855",2013,3,2017,5,50,"1,501,855"
11 PASIR RIS RISE #01-23,2013-10-31,2022-09-09,9.0,421000,Pasir Ris,99 yrs from 25/02/2013,1450000,SEA HORIZON,1345,Resale,2022,"421,000",2013,10,2022,9,107,"1,029,000"
11 PASIR RIS RISE #02-23,2016-03-02,2021-10-15,5.5,247000,Pasir Ris,99 yrs from 25/02/2013,1260000,SEA HORIZON,1302,Resale,2021,"247,000",2016,3,2021,10,67,"1,013,000"
11 PASIR RIS RISE #04-22,2016-06-03,2022-07-21,6.0,392000,Pasir Ris,99 yrs from 25/02/2013,1410000,SEA HORIZON,1335,Resale,2022,"392,000",2016,6,2022,7,73,"1,018,000"
11 PASIR RIS RISE #05-22,2016-07-04,2023-11-17,7.5,512000,Pasir Ris,99 yrs from 25/02/2013,1550000,SEA HORIZON,1335,Resale,2023,"512,000",2016,7,2023,11,88,"1,038,000"
11 PASIR RIS RISE #06-21,2015-03-10,2021-10-19,6.5,365000,Pasir Ris,99 yrs from 25/02/2013,1600000,SEA HORIZON,1528,Resale,2021,"365,000",2015,3,2021,10,79,"1,235,000"
11 PASIR RIS RISE #09-22,2015-07-24,2020-05-20,5.0,177000,Pasir Ris,99 yrs from 25/02/2013,1250000,SEA HORIZON,1335,Resale,2020,"177,000",2015,7,2020,5,58,"1,073,000"
11 SEMBAWANG CRESCENT #01-21,2014-08-29,2021-08-18,7.0,342000,Sembawang,99 yrs from 18/03/2013,1300000,SKYPARK RESIDENCES,1238,Resale,2021,"342,000",2014,8,2021,8,84,"958,000"
11 SEMBAWANG CRESCENT #01-22,2016-04-20,2023-07-12,7.0,665058,Sembawang,99 yrs from 18/03/2013,1968888,SKYPARK RESIDENCES,1711,Resale,2023,"665,058",2016,4,2023,7,87,"1,303,830"
11 SEMBAWANG CRESCENT #03-22,2016-05-06,2022-10-06,6.5,586000,Sembawang,99 yrs from 18/03/2013,1810000,SKYPARK RESIDENCES,1593,Resale,2022,"586,000",2016,5,2022,10,77,"1,224,000"
11 SEMBAWANG CRESCENT #06-24,2014-06-17,2021-08-19,7.0,244000,Sembawang,99 yrs from 18/03/2013,1240000,SKYPARK RESIDENCES,1238,Resale,2021,"244,000",2014,6,2021,8,86,"996,000"
11 SEMBAWANG CRESCENT #07-22,2015-11-28,2024-06-07,8.5,905500,Sembawang,99 yrs from 18/03/2013,2158000,SKYPARK RESIDENCES,1593,Resale,2024,"905,500",2015,11,2024,6,103,"1,252,500"
11 SEMBAWANG CRESCENT #08-21,2015-09-14,2022-01-28,6.5,474500,Sembawang,99 yrs from 18/03/2013,1450000,SKYPARK RESIDENCES,1238,Resale,2022,"474,500",2015,9,2022,1,76,"975,500"
11 SEMBAWANG CRESCENT #09-21,2014-05-20,2022-03-18,8.0,473500,Sembawang,99 yrs from 18/03/2013,1460000,SKYPARK RESIDENCES,1238,Resale,2022,"473,500",2014,5,2022,3,94,"986,500"
11 SEMBAWANG CRESCENT #09-22,2015-06-12,2021-10-15,6.5,511000,Sembawang,99 yrs from 18/03/2013,1740000,SKYPARK RESIDENCES,1593,Resale,2021,"511,000",2015,6,2021,10,76,"1,229,000"
11 SEMBAWANG CRESCENT #10-21,2015-07-26,2023-11-03,8.5,664500,Sembawang,99 yrs from 18/03/2013,1635000,SKYPARK RESIDENCES,1238,Resale,2023,"664,500",2015,7,2023,11,100,"970,500"
11 SEMBAWANG CRESCENT #10-22,2016-09-08,2023-06-16,7.0,830000,Sembawang,99 yrs from 18/03/2013,2068000,SKYPARK RESIDENCES,1593,Resale,2023,"830,000",2016,9,2023,6,81,"1,238,000"
11 SEMBAWANG CRESCENT #10-23,2014-02-04,2021-12-16,8.0,429388,Sembawang,99 yrs from 18/03/2013,1717888,SKYPARK RESIDENCES,1593,Resale,2021,"429,388",2014,2,2021,12,94,"1,288,500"
11 SEMBAWANG CRESCENT #12-22,2015-08-13,2021-09-21,6.0,348000,Sembawang,99 yrs from 18/03/2013,1578000,SKYPARK RESIDENCES,1593,Resale,2021,"348,000",2015,8,2021,9,73,"1,230,000"
11 SEMBAWANG CRESCENT #12-23,2014-01-13,2022-11-29,9.0,653500,Sembawang,99 yrs from 18/03/2013,1950000,SKYPARK RESIDENCES,1593,Resale,2022,"653,500",2014,1,2022,11,106,"1,296,500"
11 SEMBAWANG CRESCENT #13-23,2014-02-07,2024-03-22,10.0,819500,Sembawang,99 yrs from 18/03/2013,2120000,SKYPARK RESIDENCES,1593,Resale,2024,"819,500",2014,2,2024,3,121,"1,300,500"
11 SEMBAWANG CRESCENT #15-21,2015-07-18,2021-08-23,6.0,322000,Sembawang,99 yrs from 18/03/2013,1310000,SKYPARK RESIDENCES,1238,Resale,2021,"322,000",2015,7,2021,8,73,"988,000"
11 SEMBAWANG CRESCENT #15-23,2014-02-07,2021-12-02,8.0,391500,Sembawang,99 yrs from 18/03/2013,1700000,SKYPARK RESIDENCES,1593,Resale,2021,"391,500",2014,2,2021,12,94,"1,308,500"
11 SENGKANG EAST AVENUE #01-02,2011-12-19,2020-01-30,8.0,204000,Sengkang,99 yrs from 24/08/2010,935000,AUSTVILLE RESIDENCES,1249,Resale,2020,"204,000",2011,12,2020,1,97,"731,000"
11 SENGKANG EAST AVENUE #01-02,2020-01-30,2023-10-24,3.5,493888,Sengkang,99 yrs from 24/08/2010,1428888,AUSTVILLE RESIDENCES,1249,Resale,2023,"493,888",2020,1,2023,10,45,"935,000"
11 SENGKANG EAST AVENUE #01-04,2019-06-13,2022-10-12,3.5,220000,Sengkang,99 yrs from 24/08/2010,1520000,AUSTVILLE RESIDENCES,1496,Resale,2022,"220,000",2019,6,2022,10,40,"1,300,000"
11 SENGKANG EAST AVENUE #02-01,2012-01-26,2023-04-20,11.0,519000,Sengkang,99 yrs from 24/08/2010,1200000,AUSTVILLE RESIDENCES,1098,Resale,2023,"519,000",2012,1,2023,4,135,"681,000"
11 SENGKANG EAST AVENUE #02-02,2011-06-06,2020-05-14,9.0,159000,Sengkang,99 yrs from 24/08/2010,840000,AUSTVILLE RESIDENCES,1098,Resale,2020,"159,000",2011,6,2020,5,107,"681,000"
11 SENGKANG EAST AVENUE #02-03,2011-06-17,2020-02-17,8.5,193000,Sengkang,99 yrs from 24/08/2010,1120000,AUSTVILLE RESIDENCES,1345,Resale,2020,"193,000",2011,6,2020,2,104,"927,000"
11 SENGKANG EAST AVENUE #03-01,2012-08-22,2021-12-29,9.5,288000,Sengkang,99 yrs from 24/08/2010,970000,AUSTVILLE RESIDENCES,1033,Resale,2021,"288,000",2012,8,2021,12,112,"682,000"
11 SENGKANG EAST AVENUE #04-01,2012-05-29,2021-01-15,8.5,217888,Sengkang,99 yrs from 24/08/2010,902888,AUSTVILLE RESIDENCES,1033,Resale,2021,"217,888",2012,5,2021,1,104,"685,000"
11 SENGKANG EAST AVENUE #05-02,2012-04-03,2022-04-26,10.0,333000,Sengkang,99 yrs from 24/08/2010,1038000,AUSTVILLE RESIDENCES,1033,Resale,2022,"333,000",2012,4,2022,4,120,"705,000"
11 SENGKANG EAST AVENUE #05-04,2012-11-05,2019-07-25,6.5,221000,Sengkang,99 yrs from 24/08/2010,1105000,AUSTVILLE RESIDENCES,1227,Resale,2019,"221,000",2012,11,2019,7,80,"884,000"
11 SENGKANG EAST AVENUE #06-01,2012-04-16,2017-09-11,5.5,114000,Sengkang,99 yrs from 24/08/2010,808000,AUSTVILLE RESIDENCES,1033,Resale,2017,"114,000",2012,4,2017,9,65,"694,000"
11 SENGKANG EAST AVENUE #07-04,2011-07-14,2022-08-29,11.0,494000,Sengkang,99 yrs from 24/08/2010,1380000,AUSTVILLE RESIDENCES,1227,Resale,2022,"494,000",2011,7,2022,8,133,"886,000"
11 SENGKANG EAST AVENUE #08-04,2012-11-22,2020-07-09,7.5,285000,Sengkang,99 yrs from 24/08/2010,1180000,AUSTVILLE RESIDENCES,1227,Resale,2020,"285,000",2012,11,2020,7,92,"895,000"
11 SENGKANG EAST AVENUE #10-01,2012-02-23,2021-07-15,9.5,245000,Sengkang,99 yrs from 24/08/2010,952000,AUSTVILLE RESIDENCES,1033,Resale,2021,"245,000",2012,2,2021,7,113,"707,000"
11 SENGKANG EAST AVENUE #11-01,2012-04-25,2021-07-02,9.0,233000,Sengkang,99 yrs from 24/08/2010,957000,AUSTVILLE RESIDENCES,1033,Resale,2021,"233,000",2012,4,2021,7,111,"724,000"
11 SENGKANG EAST AVENUE #11-02,2012-02-24,2019-10-08,7.5,195000,Sengkang,99 yrs from 24/08/2010,905000,AUSTVILLE RESIDENCES,1033,Resale,2019,"195,000",2012,2,2019,10,92,"710,000"
11 SENGKANG EAST AVENUE #11-03,2012-02-21,2021-08-05,9.5,406000,Sengkang,99 yrs from 24/08/2010,1330000,AUSTVILLE RESIDENCES,1227,Resale,2021,"406,000",2012,2,2021,8,114,"924,000"
11 SENGKANG EAST AVENUE #11-04,2012-10-30,2020-10-20,8.0,269000,Sengkang,99 yrs from 24/08/2010,1175000,AUSTVILLE RESIDENCES,1227,Resale,2020,"269,000",2012,10,2020,10,96,"906,000"
11 SENGKANG EAST AVENUE #12-03,2011-09-12,2021-03-22,9.5,295000,Sengkang,99 yrs from 24/08/2010,1200000,AUSTVILLE RESIDENCES,1227,Resale,2021,"295,000",2011,9,2021,3,114,"905,000"
11 SENGKANG EAST AVENUE #12-04,2012-11-26,2020-01-29,7.0,240000,Sengkang,99 yrs from 24/08/2010,1150000,AUSTVILLE RESIDENCES,1227,Resale,2020,"240,000",2012,11,2020,1,86,"910,000"
11 SENGKANG EAST AVENUE #13-01,2012-09-28,2021-07-16,9.0,257000,Sengkang,99 yrs from 24/08/2010,973000,AUSTVILLE RESIDENCES,1033,Resale,2021,"257,000",2012,9,2021,7,106,"716,000"
11 SENGKANG EAST AVENUE #13-02,2012-04-03,2019-05-14,7.0,159000,Sengkang,99 yrs from 24/08/2010,875000,AUSTVILLE RESIDENCES,1033,Resale,2019,"159,000",2012,4,2019,5,85,"716,000"
11 SENGKANG EAST AVENUE #13-03,2011-09-13,2024-09-23,13.0,752000,Sengkang,99 yrs from 24/08/2010,1660000,AUSTVILLE RESIDENCES,1227,Resale,2024,"752,000",2011,9,2024,9,156,"908,000"
11 SENGKANG EAST AVENUE #14-02,2012-04-20,2021-05-18,9.0,254888,Sengkang,99 yrs from 24/08/2010,973888,AUSTVILLE RESIDENCES,1033,Resale,2021,"254,888",2012,4,2021,5,109,"719,000"
11 SENGKANG EAST AVENUE #15-01,2012-05-14,2023-08-11,11.0,596000,Sengkang,99 yrs from 24/08/2010,1320000,AUSTVILLE RESIDENCES,1033,Resale,2023,"596,000",2012,5,2023,8,135,"724,000"
11 SENGKANG EAST AVENUE #15-03,2011-04-28,2020-07-17,9.0,252000,Sengkang,99 yrs from 24/08/2010,1168000,AUSTVILLE RESIDENCES,1227,Resale,2020,"252,000",2011,4,2020,7,111,"916,000"
11 SENGKANG EAST AVENUE #17-02,2011-10-10,2019-10-02,8.0,186000,Sengkang,99 yrs from 24/08/2010,918000,AUSTVILLE RESIDENCES,1033,Resale,2019,"186,000",2011,10,2019,10,96,"732,000"
11 SIMEI STREET 4 #01-01,1997-04-09,2008-06-02,11.0,222700,Tampines,99 yrs from 14/11/1996,815000,SIMEI GREEN CONDOMINIUM,1755,Resale,2008,"222,700",1997,4,2008,6,134,"592,300"
11 SIMEI STREET 4 #01-02,1997-03-15,2004-08-10,7.5,-64300,Tampines,99 yrs from 14/11/1996,415000,SIMEI GREEN CONDOMINIUM,1561,Resale,2004,"-64,300",1997,3,2004,8,89,"479,300"
11 SIMEI STREET 4 #01-02,2004-08-10,2020-10-29,16.0,680000,Tampines,99 yrs from 14/11/1996,1095000,SIMEI GREEN CONDOMINIUM,1561,Resale,2020,"680,000",2004,8,2020,10,194,"415,000"
11 SIMEI STREET 4 #01-03,1997-04-16,2014-04-02,17.0,458900,Tampines,99 yrs from 14/11/1996,880000,SIMEI GREEN CONDOMINIUM,1399,Resale,2014,"458,900",1997,4,2014,4,204,"421,100"
11 SIMEI STREET 4 #01-04,1997-04-15,2009-07-09,12.0,196300,Tampines,99 yrs from 14/11/1996,710000,SIMEI GREEN CONDOMINIUM,1593,Resale,2009,"196,300",1997,4,2009,7,147,"513,700"
11 SIMEI STREET 4 #01-04,2009-07-09,2011-04-20,2.0,210000,Tampines,99 yrs from 14/11/1996,920000,SIMEI GREEN CONDOMINIUM,1593,Resale,2011,"210,000",2009,7,2011,4,21,"710,000"
11 SIMEI STREET 4 #01-06,1997-04-14,2007-06-21,10.0,52600,Tampines,99 yrs from 14/11/1996,530000,SIMEI GREEN CONDOMINIUM,1399,Resale,2007,"52,600",1997,4,2007,6,122,"477,400"
11 SIMEI STREET 4 #01-06,2007-06-21,2009-04-13,2.0,95000,Tampines,99 yrs from 14/11/1996,625000,SIMEI GREEN CONDOMINIUM,1399,Resale,2009,"95,000",2007,6,2009,4,22,"530,000"
11 SIMEI STREET 4 #01-06,2009-04-13,2011-06-24,2.0,243000,Tampines,99 yrs from 14/11/1996,868000,SIMEI GREEN CONDOMINIUM,1399,Resale,2011,"243,000",2009,4,2011,6,26,"625,000"
11 SIMEI STREET 4 #01-07,1997-04-09,2006-03-24,9.0,-86500,Tampines,99 yrs from 14/11/1996,478000,SIMEI GREEN CONDOMINIUM,1561,Resale,2006,"-86,500",1997,4,2006,3,107,"564,500"
11 SIMEI STREET 4 #02-01,1997-04-14,2005-04-26,8.0,-126700,Tampines,99 yrs from 14/11/1996,430000,SIMEI GREEN CONDOMINIUM,1378,Resale,2005,"-126,700",1997,4,2005,4,96,"556,700"
11 SIMEI STREET 4 #02-02,1997-04-21,2005-05-18,8.0,-82700,Tampines,99 yrs from 14/11/1996,365000,SIMEI GREEN CONDOMINIUM,1195,Resale,2005,"-82,700",1997,4,2005,5,97,"447,700"
11 SIMEI STREET 4 #02-03,1997-05-22,2004-08-11,7.0,-50200,Tampines,99 yrs from 14/11/1996,330000,SIMEI GREEN CONDOMINIUM,969,Resale,2004,"-50,200",1997,5,2004,8,87,"380,200"
11 SIMEI STREET 4 #02-03,2004-08-11,2009-04-01,4.5,155000,Tampines,99 yrs from 14/11/1996,485000,SIMEI GREEN CONDOMINIUM,969,Resale,2009,"155,000",2004,8,2009,4,56,"330,000"
11 SIMEI STREET 4 #02-03,2009-04-01,2012-10-02,3.5,353000,Tampines,99 yrs from 14/11/1996,838000,SIMEI GREEN CONDOMINIUM,969,Resale,2012,"353,000",2009,4,2012,10,42,"485,000"
11 SIMEI STREET 4 #02-04,1997-04-10,2021-05-31,24.0,421900,Tampines,99 yrs from 14/11/1996,908000,SIMEI GREEN CONDOMINIUM,1249,Resale,2021,"421,900",1997,4,2021,5,289,"486,100"
11 SIMEI STREET 4 #02-06,1997-04-15,2005-07-28,8.5,-51000,Tampines,99 yrs from 14/11/1996,380000,SIMEI GREEN CONDOMINIUM,969,Resale,2005,"-51,000",1997,4,2005,7,99,"431,000"
11 SIMEI STREET 4 #02-06,2005-07-28,2010-01-08,4.5,240000,Tampines,99 yrs from 14/11/1996,620000,SIMEI GREEN CONDOMINIUM,969,Resale,2010,"240,000",2005,7,2010,1,54,"380,000"
11 SIMEI STREET 4 #02-06,2010-01-08,2013-07-05,3.5,260000,Tampines,99 yrs from 14/11/1996,880000,SIMEI GREEN CONDOMINIUM,969,Resale,2013,"260,000",2010,1,2013,7,42,"620,000"
11 SIMEI STREET 4 #02-08,1997-04-09,2019-05-24,22.0,451800,Tampines,99 yrs from 14/11/1996,1000000,SIMEI GREEN CONDOMINIUM,1356,Resale,2019,"451,800",1997,4,2019,5,265,"548,200"
11 SIMEI STREET 4 #03-02,1997-04-16,2007-04-26,10.0,40500,Tampines,99 yrs from 14/11/1996,490000,SIMEI GREEN CONDOMINIUM,1195,Resale,2007,"40,500",1997,4,2007,4,120,"449,500"
11 SIMEI STREET 4 #03-02,2007-04-26,2011-03-30,4.0,360000,Tampines,99 yrs from 14/11/1996,850000,SIMEI GREEN CONDOMINIUM,1195,Resale,2011,"360,000",2007,4,2011,3,47,"490,000"
11 SIMEI STREET 4 #03-02,2011-03-30,2021-06-11,10.0,75000,Tampines,99 yrs from 14/11/1996,925000,SIMEI GREEN CONDOMINIUM,1195,Resale,2021,"75,000",2011,3,2021,6,123,"850,000"
11 SIMEI STREET 4 #03-04,1997-05-06,2008-09-11,11.5,137000,Tampines,99 yrs from 14/11/1996,625000,SIMEI GREEN CONDOMINIUM,1249,Resale,2008,"137,000",1997,5,2008,9,136,"488,000"
11 SIMEI STREET 4 #03-04,2008-09-11,2017-10-06,9.0,215000,Tampines,99 yrs from 14/11/1996,840000,SIMEI GREEN CONDOMINIUM,1249,Resale,2017,"215,000",2008,9,2017,10,109,"625,000"
11 SIMEI STREET 4 #03-05,1997-03-15,2020-12-15,24.0,402500,Tampines,99 yrs from 14/11/1996,940000,SIMEI GREEN CONDOMINIUM,1249,Resale,2020,"402,500",1997,3,2020,12,285,"537,500"
11 SIMEI STREET 4 #03-06,1997-04-03,2004-04-29,7.0,-58100,Tampines,99 yrs from 14/11/1996,375000,SIMEI GREEN CONDOMINIUM,969,Resale,2004,"-58,100",1997,4,2004,4,84,"433,100"
11 SIMEI STREET 4 #03-06,2004-04-29,2006-05-10,2.0,15000,Tampines,99 yrs from 14/11/1996,390000,SIMEI GREEN CONDOMINIUM,969,Resale,2006,"15,000",2004,4,2006,5,25,"375,000"
11 SIMEI STREET 4 #03-06,2006-05-10,2013-01-21,6.5,498000,Tampines,99 yrs from 14/11/1996,888000,SIMEI GREEN CONDOMINIUM,969,Resale,2013,"498,000",2006,5,2013,1,80,"390,000"
