address,held_from,sold_at,holding_period,Gain/Loss,Planning Area,property_tenure,transaction_price_dollars,project_name,area_sqft,sale_type,Year,Gain/Loss (SGD),held_year,held_month,sold_year,sold_month,months_held,Original Price (SGD)
60 WOODLANDS DRIVE 16 #07-22,2008-01-17,2016-10-14,8.5,185599,Woodlands,99 yrs from 13/09/2004,810000,LA CASA,1141,Resale,2016,"185,599",2008,1,2016,10,105,"624,401"
60 WOODLANDS DRIVE 16 #07-22,2016-10-14,2021-09-09,5.0,80000,Woodlands,99 yrs from 13/09/2004,890000,LA CASA,1141,Resale,2021,"80,000",2016,10,2021,9,59,"810,000"
60 WOODLANDS DRIVE 16 #07-23,2006-12-21,2013-05-27,6.5,370275,Woodlands,99 yrs from 13/09/2004,910000,LA CASA,1130,Resale,2013,"370,275",2006,12,2013,5,77,"539,725"
60 WOODLANDS DRIVE 16 #08-21,2007-11-16,2014-07-25,6.5,248000,Woodlands,99 yrs from 13/09/2004,880000,LA CASA,1141,Resale,2014,"248,000",2007,11,2014,7,80,"632,000"
60 WOODLANDS DRIVE 16 #08-22,2008-02-01,2013-05-10,5.5,260170,Woodlands,99 yrs from 13/09/2004,890000,LA CASA,1141,Resale,2013,"260,170",2008,2,2013,5,63,"629,830"
60 WOODLANDS DRIVE 16 #08-24,2006-12-25,2016-12-28,10.0,243850,Woodlands,99 yrs from 13/09/2004,840000,LA CASA,1184,Resale,2016,"243,850",2006,12,2016,12,120,"596,150"
60 WOODLANDS DRIVE 16 #08-24,2016-12-28,2021-04-28,4.5,66000,Woodlands,99 yrs from 13/09/2004,906000,LA CASA,1184,Resale,2021,"66,000",2016,12,2021,4,52,"840,000"
60 WOODLANDS DRIVE 16 #08-24,2021-04-28,2024-06-25,3.0,325949,Woodlands,99 yrs from 13/09/2004,1231949,LA CASA,1184,Resale,2024,"325,949",2021,4,2024,6,38,"906,000"
60 WOODLANDS DRIVE 16 #09-23,2006-12-13,2013-06-24,6.5,372260,Woodlands,99 yrs from 13/09/2004,920000,LA CASA,1130,Resale,2013,"372,260",2006,12,2013,6,78,"547,740"
60 WOODLANDS DRIVE 16 #09-23,2013-06-24,2020-12-10,7.5,-120000,Woodlands,99 yrs from 13/09/2004,800000,LA CASA,1130,Resale,2020,"-120,000",2013,6,2020,12,90,"920,000"
60 WOODLANDS DRIVE 16 #09-24,2007-11-29,2013-08-20,5.5,271000,Woodlands,99 yrs from 13/09/2004,950000,LA CASA,1184,Resale,2013,"271,000",2007,11,2013,8,69,"679,000"
60 WOODLANDS DRIVE 16 #10-21,2008-02-04,2020-01-15,12.0,191000,Woodlands,99 yrs from 13/09/2004,828000,LA CASA,1141,Resale,2020,"191,000",2008,2,2020,1,143,"637,000"
60 WOODLANDS DRIVE 16 #10-22,2008-02-26,2013-08-16,5.5,243330,Woodlands,99 yrs from 13/09/2004,880000,LA CASA,1141,Resale,2013,"243,330",2008,2,2013,8,66,"636,670"
60 WOODLANDS DRIVE 16 #10-23,2006-09-13,2019-04-29,12.5,310660,Woodlands,99 yrs from 13/09/2004,830000,LA CASA,1130,Resale,2019,"310,660",2006,9,2019,4,151,"519,340"
60 WOODLANDS DRIVE 16 #10-24,2008-02-05,2013-07-24,5.5,267304,Woodlands,99 yrs from 13/09/2004,950000,LA CASA,1184,Resale,2013,"267,304",2008,2,2013,7,65,"682,696"
60 WOODLANDS DRIVE 16 #11-21,2008-01-23,2015-06-16,7.5,207610,Woodlands,99 yrs from 13/09/2004,850000,LA CASA,1141,Resale,2015,"207,610",2008,1,2015,6,89,"642,390"
60 WOODLANDS DRIVE 16 #11-21,2015-06-16,2021-09-09,6.0,46000,Woodlands,99 yrs from 13/09/2004,896000,LA CASA,1141,Resale,2021,"46,000",2015,6,2021,9,75,"850,000"
60 WOODLANDS DRIVE 16 #11-22,2008-01-17,2013-10-04,5.5,267820,Woodlands,99 yrs from 13/09/2004,920000,LA CASA,1162,Resale,2013,"267,820",2008,1,2013,10,69,"652,180"
60 WOODLANDS DRIVE 16 #11-23,2007-11-09,2018-08-31,11.0,211210,Woodlands,99 yrs from 13/09/2004,855000,LA CASA,1130,Resale,2018,"211,210",2007,11,2018,8,129,"643,790"
60 WOODLANDS DRIVE 16 #11-23,2018-08-31,2024-11-13,6.0,345000,Woodlands,99 yrs from 13/09/2004,1200000,LA CASA,1130,Resale,2024,"345,000",2018,8,2024,11,75,"855,000"
60 WOODLANDS DRIVE 16 #12-23,2008-01-17,2013-05-06,5.5,274000,Woodlands,99 yrs from 13/09/2004,925000,LA CASA,1130,Resale,2013,"274,000",2008,1,2013,5,64,"651,000"
60 WOODLANDS DRIVE 16 #12-24,2008-02-05,2015-04-16,7.0,222800,Woodlands,99 yrs from 13/09/2004,908000,LA CASA,1184,Resale,2015,"222,800",2008,2,2015,4,86,"685,200"
61 TAMPINES CENTRAL 7 #01-21,2013-06-19,2024-09-02,11.0,805300,Tampines,99 yrs from 13/08/2012,2000000,CITYLIFE@TAMPINES,1658,Resale,2024,"805,300",2013,6,2024,9,135,"1,194,700"
61 TAMPINES CENTRAL 7 #01-22,2013-06-11,2023-07-12,10.0,760500,Tampines,99 yrs from 13/08/2012,1950000,CITYLIFE@TAMPINES,1647,Resale,2023,"760,500",2013,6,2023,7,121,"1,189,500"
61 TAMPINES CENTRAL 7 #03-20,2013-02-15,2021-03-18,8.0,486600,Tampines,99 yrs from 13/08/2012,1530000,CITYLIFE@TAMPINES,1378,Resale,2021,"486,600",2013,2,2021,3,97,"1,043,400"
61 TAMPINES CENTRAL 7 #03-22,2013-03-15,2021-05-24,8.0,408600,Tampines,99 yrs from 13/08/2012,1450000,CITYLIFE@TAMPINES,1378,Resale,2021,"408,600",2013,3,2021,5,98,"1,041,400"
61 TAMPINES CENTRAL 7 #04-20,2013-02-22,2021-03-22,8.0,427988,Tampines,99 yrs from 13/08/2012,1508888,CITYLIFE@TAMPINES,1378,Resale,2021,"427,988",2013,2,2021,3,97,"1,080,900"
61 TAMPINES CENTRAL 7 #04-21,2013-03-20,2022-02-08,9.0,600600,Tampines,99 yrs from 13/08/2012,1650000,CITYLIFE@TAMPINES,1378,Resale,2022,"600,600",2013,3,2022,2,107,"1,049,400"
61 TAMPINES CENTRAL 7 #04-22,2013-04-29,2022-07-15,9.0,583600,Tampines,99 yrs from 13/08/2012,1630000,CITYLIFE@TAMPINES,1378,Resale,2022,"583,600",2013,4,2022,7,111,"1,046,400"
61 TAMPINES CENTRAL 7 #04-23,2013-05-17,2024-05-08,11.0,716700,Tampines,99 yrs from 13/08/2012,1873000,CITYLIFE@TAMPINES,1432,Resale,2024,"716,700",2013,5,2024,5,132,"1,156,300"
61 TAMPINES CENTRAL 7 #05-21,2013-02-22,2021-09-06,8.5,440500,Tampines,99 yrs from 13/08/2012,1500000,CITYLIFE@TAMPINES,1324,Resale,2021,"440,500",2013,2,2021,9,103,"1,059,500"
61 TAMPINES CENTRAL 7 #06-20,2013-03-01,2022-04-22,9.0,539100,Tampines,99 yrs from 13/08/2012,1683000,CITYLIFE@TAMPINES,1378,Resale,2022,"539,100",2013,3,2022,4,109,"1,143,900"
61 TAMPINES CENTRAL 7 #06-23,2013-02-27,2021-06-01,8.5,346600,Tampines,99 yrs from 13/08/2012,1550000,CITYLIFE@TAMPINES,1432,Resale,2021,"346,600",2013,2,2021,6,100,"1,203,400"
61 TAMPINES CENTRAL 7 #07-20,2013-10-09,2023-07-06,9.5,585400,Tampines,99 yrs from 13/08/2012,1740000,CITYLIFE@TAMPINES,1324,Resale,2023,"585,400",2013,10,2023,7,117,"1,154,600"
61 TAMPINES CENTRAL 7 #08-22,2013-04-12,2024-03-27,11.0,799700,Tampines,99 yrs from 13/08/2012,1930000,CITYLIFE@TAMPINES,1378,Resale,2024,"799,700",2013,4,2024,3,131,"1,130,300"
61 TAMPINES CENTRAL 7 #09-20,2013-02-20,2021-05-07,8.0,437100,Tampines,99 yrs from 13/08/2012,1570000,CITYLIFE@TAMPINES,1324,Resale,2021,"437,100",2013,2,2021,5,99,"1,132,900"
61 TAMPINES CENTRAL 7 #09-22,2013-04-11,2024-05-28,11.0,815000,Tampines,99 yrs from 13/08/2012,1922000,CITYLIFE@TAMPINES,1324,Resale,2024,"815,000",2013,4,2024,5,133,"1,107,000"
61 TAMPINES CENTRAL 7 #11-21,2013-04-01,2022-10-10,9.5,697300,Tampines,99 yrs from 13/08/2012,1838000,CITYLIFE@TAMPINES,1313,Resale,2022,"697,300",2013,4,2022,10,114,"1,140,700"
61 TAMPINES CENTRAL 7 #11-23,2013-07-22,2022-01-06,8.5,483000,Tampines,99 yrs from 13/08/2012,1688000,CITYLIFE@TAMPINES,1378,Resale,2022,"483,000",2013,7,2022,1,102,"1,205,000"
61 TAMPINES CENTRAL 7 #13-23,2013-07-24,2021-10-06,8.0,857000,Tampines,99 yrs from 13/08/2012,2285000,CITYLIFE@TAMPINES,2788,Resale,2021,"857,000",2013,7,2021,10,99,"1,428,000"
61 UPPER SERANGOON VIEW #01-17,2013-02-08,2021-12-02,9.0,383000,Hougang,99 yrs from 04/06/2012,1610000,HERON BAY,1819,Resale,2021,"383,000",2013,2,2021,12,106,"1,227,000"
61 UPPER SERANGOON VIEW #02-20,2013-02-27,2023-09-06,10.5,681000,Hougang,99 yrs from 04/06/2012,1580000,HERON BAY,1281,Resale,2023,"681,000",2013,2,2023,9,127,"899,000"
61 UPPER SERANGOON VIEW #03-17,2013-04-15,2023-07-28,10.5,661300,Hougang,99 yrs from 04/06/2012,1680000,HERON BAY,1389,Resale,2023,"661,300",2013,4,2023,7,123,"1,018,700"
61 UPPER SERANGOON VIEW #03-19,2013-01-16,2021-08-12,8.5,280000,Hougang,99 yrs from 04/06/2012,1150000,HERON BAY,1227,Resale,2021,"280,000",2013,1,2021,8,103,"870,000"
61 UPPER SERANGOON VIEW #04-17,2013-01-02,2024-04-19,11.5,845000,Hougang,99 yrs from 04/06/2012,1850000,HERON BAY,1389,Resale,2024,"845,000",2013,1,2024,4,135,"1,005,000"
61 UPPER SERANGOON VIEW #05-17,2013-01-17,2024-01-24,11.0,853000,Hougang,99 yrs from 04/06/2012,1850000,HERON BAY,1389,Resale,2024,"853,000",2013,1,2024,1,132,"997,000"
61 UPPER SERANGOON VIEW #05-19,2013-03-13,2024-10-28,11.5,724000,Hougang,99 yrs from 04/06/2012,1610000,HERON BAY,1227,Resale,2024,"724,000",2013,3,2024,10,139,"886,000"
61 UPPER SERANGOON VIEW #07-18,2013-01-28,2021-04-22,8.0,163400,Hougang,99 yrs from 04/06/2012,971000,HERON BAY,1033,Resale,2021,"163,400",2013,1,2021,4,99,"807,600"
61 UPPER SERANGOON VIEW #08-19,2013-01-30,2019-05-16,6.5,214000,Hougang,99 yrs from 04/06/2012,1140000,HERON BAY,1227,Resale,2019,"214,000",2013,1,2019,5,76,"926,000"
61 UPPER SERANGOON VIEW #09-17,2012-11-29,2022-10-14,10.0,537000,Hougang,99 yrs from 04/06/2012,1550000,HERON BAY,1389,Resale,2022,"537,000",2012,11,2022,10,119,"1,013,000"
61 UPPER SERANGOON VIEW #09-19,2013-04-09,2023-08-18,10.5,611000,Hougang,99 yrs from 04/06/2012,1530000,HERON BAY,1227,Resale,2023,"611,000",2013,4,2023,8,124,"919,000"
61 UPPER SERANGOON VIEW #10-18,2013-01-08,2024-06-26,11.5,564000,Hougang,99 yrs from 04/06/2012,1360000,HERON BAY,1033,Resale,2024,"564,000",2013,1,2024,6,137,"796,000"
61 UPPER SERANGOON VIEW #10-20,2013-03-08,2020-10-19,7.5,251000,Hougang,99 yrs from 04/06/2012,1210000,HERON BAY,1281,Resale,2020,"251,000",2013,3,2020,10,91,"959,000"
61 UPPER SERANGOON VIEW #11-17,2013-01-30,2020-12-30,8.0,349000,Hougang,99 yrs from 04/06/2012,1370000,HERON BAY,1389,Resale,2020,"349,000",2013,1,2020,12,95,"1,021,000"
61 UPPER SERANGOON VIEW #11-18,2012-12-05,2023-04-27,10.5,510000,Hougang,99 yrs from 04/06/2012,1310000,HERON BAY,1033,Resale,2023,"510,000",2012,12,2023,4,124,"800,000"
61 UPPER SERANGOON VIEW #12-17,2012-11-27,2023-12-11,11.0,825000,Hougang,99 yrs from 04/06/2012,1850000,HERON BAY,1389,Resale,2023,"825,000",2012,11,2023,12,133,"1,025,000"
61 UPPER SERANGOON VIEW #12-19,2013-05-22,2022-05-13,9.0,449000,Hougang,99 yrs from 04/06/2012,1380000,HERON BAY,1227,Resale,2022,"449,000",2013,5,2022,5,108,"931,000"
61 UPPER SERANGOON VIEW #13-18,2012-12-26,2022-02-03,9.0,305700,Hougang,99 yrs from 04/06/2012,1138000,HERON BAY,1033,Resale,2022,"305,700",2012,12,2022,2,110,"832,300"
61 UPPER SERANGOON VIEW #13-19,2013-01-08,2021-11-01,9.0,316900,Hougang,99 yrs from 04/06/2012,1280000,HERON BAY,1227,Resale,2021,"316,900",2013,1,2021,11,106,"963,100"
61 UPPER SERANGOON VIEW #13-20,2013-03-18,2020-10-20,7.5,247000,Hougang,99 yrs from 04/06/2012,1190000,HERON BAY,1281,Resale,2020,"247,000",2013,3,2020,10,91,"943,000"
61 UPPER SERANGOON VIEW #13-20,2020-10-20,2023-11-23,3.0,440000,Hougang,99 yrs from 04/06/2012,1630000,HERON BAY,1281,Resale,2023,"440,000",2020,10,2023,11,37,"1,190,000"
61 UPPER SERANGOON VIEW #14-17,2013-07-19,2021-09-29,8.0,367000,Hougang,99 yrs from 04/06/2012,1400000,HERON BAY,1389,Resale,2021,"367,000",2013,7,2021,9,98,"1,033,000"
61 UPPER SERANGOON VIEW #14-18,2013-02-21,2023-04-06,10.0,483600,Hougang,99 yrs from 04/06/2012,1320000,HERON BAY,1033,Resale,2023,"483,600",2013,2,2023,4,122,"836,400"
61 UPPER SERANGOON VIEW #15-18,2013-03-07,2021-08-13,8.5,264000,Hougang,99 yrs from 04/06/2012,1080000,HERON BAY,1033,Resale,2021,"264,000",2013,3,2021,8,101,"816,000"
61 UPPER SERANGOON VIEW #15-20,2013-02-08,2022-01-21,9.0,364000,Hougang,99 yrs from 04/06/2012,1315000,HERON BAY,1281,Resale,2022,"364,000",2013,2,2022,1,107,"951,000"
61 UPPER SERANGOON VIEW #16-19,2012-12-28,2023-11-15,11.0,603000,Hougang,99 yrs from 04/06/2012,1550000,HERON BAY,1227,Resale,2023,"603,000",2012,12,2023,11,131,"947,000"
61 UPPER SERANGOON VIEW #17-19,2020-12-14,2024-05-10,3.5,728888,Hougang,99 yrs from 04/06/2012,2428888,HERON BAY,2271,Resale,2024,"728,888",2020,12,2024,5,41,"1,700,000"
61 UPPER SERANGOON VIEW #17-20,2012-11-27,2021-06-08,8.5,321000,Hougang,99 yrs from 04/06/2012,1280000,HERON BAY,1281,Resale,2021,"321,000",2012,11,2021,6,103,"959,000"
62 ANCHORVALE CRESCENT #02-31,2016-10-30,2024-05-10,7.5,669000,Sengkang,99 yrs from 05/05/2015,1440000,TREASURE CREST,1076,Resale,2024,"669,000",2016,10,2024,5,91,"771,000"
62 ANCHORVALE CRESCENT #03-32,2016-08-02,2022-09-21,6.0,335000,Sengkang,99 yrs from 05/05/2015,1015000,TREASURE CREST,958,Resale,2022,"335,000",2016,8,2022,9,73,"680,000"
62 ANCHORVALE CRESCENT #04-32,2016-08-06,2023-09-28,7.0,587000,Sengkang,99 yrs from 05/05/2015,1270000,TREASURE CREST,958,Resale,2023,"587,000",2016,8,2023,9,85,"683,000"
62 ANCHORVALE CRESCENT #05-31,2016-09-29,2024-03-14,7.5,679000,Sengkang,99 yrs from 05/05/2015,1460000,TREASURE CREST,1076,Resale,2024,"679,000",2016,9,2024,3,90,"781,000"
62 ANCHORVALE CRESCENT #05-32,2016-07-16,2023-10-13,7.0,671000,Sengkang,99 yrs from 05/05/2015,1358000,TREASURE CREST,958,Resale,2023,"671,000",2016,7,2023,10,87,"687,000"
62 ANCHORVALE CRESCENT #06-29,2016-07-16,2023-11-02,7.5,727000,Sengkang,99 yrs from 05/05/2015,1608000,TREASURE CREST,1152,Resale,2023,"727,000",2016,7,2023,11,88,"881,000"
62 ANCHORVALE CRESCENT #06-30,2016-07-16,2024-07-09,8.0,725000,Sengkang,99 yrs from 05/05/2015,1550000,TREASURE CREST,1076,Resale,2024,"725,000",2016,7,2024,7,96,"825,000"
62 ANCHORVALE CRESCENT #08-29,2016-07-16,2023-11-14,7.5,750800,Sengkang,99 yrs from 05/05/2015,1639800,TREASURE CREST,1152,Resale,2023,"750,800",2016,7,2023,11,88,"889,000"
62 ANCHORVALE CRESCENT #08-30,2016-07-16,2024-03-01,7.5,707000,Sengkang,99 yrs from 05/05/2015,1540000,TREASURE CREST,1076,Resale,2024,"707,000",2016,7,2024,3,92,"833,000"
62 ANCHORVALE CRESCENT #08-31,2016-09-07,2024-06-24,8.0,699000,Sengkang,99 yrs from 05/05/2015,1490000,TREASURE CREST,1076,Resale,2024,"699,000",2016,9,2024,6,93,"791,000"
62 ANCHORVALE CRESCENT #09-29,2016-07-16,2023-12-21,7.5,777000,Sengkang,99 yrs from 05/05/2015,1645000,TREASURE CREST,1152,Resale,2023,"777,000",2016,7,2023,12,89,"868,000"
62 ANCHORVALE CRESCENT #11-32,2016-07-16,2024-06-13,8.0,694000,Sengkang,99 yrs from 05/05/2015,1400000,TREASURE CREST,958,Resale,2024,"694,000",2016,7,2024,6,95,"706,000"
62 ANCHORVALE CRESCENT #12-32,2016-07-16,2024-02-28,7.5,691000,Sengkang,99 yrs from 05/05/2015,1400000,TREASURE CREST,958,Resale,2024,"691,000",2016,7,2024,2,91,"709,000"
62 ANCHORVALE CRESCENT #13-30,2016-07-16,2024-05-03,8.0,707000,Sengkang,99 yrs from 05/05/2015,1560000,TREASURE CREST,1076,Resale,2024,"707,000",2016,7,2024,5,94,"853,000"
62 ANCHORVALE CRESCENT #13-31,2016-09-05,2024-09-13,8.0,784000,Sengkang,99 yrs from 05/05/2015,1595000,TREASURE CREST,1076,Resale,2024,"784,000",2016,9,2024,9,96,"811,000"
62 ANCHORVALE CRESCENT #13-32,2016-07-16,2023-12-05,7.5,647000,Sengkang,99 yrs from 05/05/2015,1380000,TREASURE CREST,958,Resale,2023,"647,000",2016,7,2023,12,89,"733,000"
62 ANCHORVALE CRESCENT #14-29,2016-07-16,2023-10-05,7.0,742000,Sengkang,99 yrs from 05/05/2015,1630000,TREASURE CREST,1152,Resale,2023,"742,000",2016,7,2023,10,87,"888,000"
62 ANCHORVALE CRESCENT #15-31,2017-09-22,2023-09-28,6.0,554000,Sengkang,99 yrs from 05/05/2015,1472000,TREASURE CREST,1076,Resale,2023,"554,000",2017,9,2023,9,72,"918,000"
62 ANCHORVALE CRESCENT #15-32,2016-07-16,2024-10-11,8.0,711000,Sengkang,99 yrs from 05/05/2015,1430000,TREASURE CREST,958,Resale,2024,"711,000",2016,7,2024,10,99,"719,000"
62 CHOA CHU KANG AVENUE 5 #01-06,2017-05-26,2024-06-06,7.0,530000,Choa Chu Kang,99 yrs from 27/11/2015,1331000,INZ RESIDENCE,1012,Resale,2024,"530,000",2017,5,2024,6,85,"801,000"
62 CHOA CHU KANG AVENUE 5 #04-06,2017-12-30,2024-07-19,6.5,583000,Choa Chu Kang,99 yrs from 27/11/2015,1410000,INZ RESIDENCE,1012,Resale,2024,"583,000",2017,12,2024,7,79,"827,000"
62 CHOA CHU KANG AVENUE 5 #06-06,2017-11-11,2024-05-31,6.5,612000,Choa Chu Kang,99 yrs from 27/11/2015,1450000,INZ RESIDENCE,1012,Resale,2024,"612,000",2017,11,2024,5,78,"838,000"
62 CHOA CHU KANG AVENUE 5 #06-08,2017-03-16,2024-07-30,7.5,593000,Choa Chu Kang,99 yrs from 27/11/2015,1250000,INZ RESIDENCE,883,Resale,2024,"593,000",2017,3,2024,7,88,"657,000"
62 CHOA CHU KANG AVENUE 5 #07-07,2017-03-11,2024-06-04,7.0,649000,Choa Chu Kang,99 yrs from 27/11/2015,1373000,INZ RESIDENCE,969,Resale,2024,"649,000",2017,3,2024,6,87,"724,000"
62 CHOA CHU KANG AVENUE 5 #08-06,2018-01-21,2024-05-24,6.5,605000,Choa Chu Kang,99 yrs from 27/11/2015,1450000,INZ RESIDENCE,1012,Resale,2024,"605,000",2018,1,2024,5,76,"845,000"
62 CHOA CHU KANG AVENUE 5 #09-07,2017-07-27,2024-08-06,7.0,654000,Choa Chu Kang,99 yrs from 27/11/2015,1420000,INZ RESIDENCE,969,Resale,2024,"654,000",2017,7,2024,8,85,"766,000"
62 CHOA CHU KANG AVENUE 5 #12-08,2017-03-11,2024-07-12,7.5,571000,Choa Chu Kang,99 yrs from 27/11/2015,1265000,INZ RESIDENCE,883,Resale,2024,"571,000",2017,3,2024,7,88,"694,000"
62 WOODLANDS DRIVE 16 #01-27,2007-04-03,2015-05-15,8.0,372680,Woodlands,99 yrs from 13/09/2004,1015000,LA CASA,1367,Resale,2015,"372,680",2007,4,2015,5,97,"642,320"
62 WOODLANDS DRIVE 16 #01-28,2007-11-02,2019-08-22,12.0,208000,Woodlands,99 yrs from 13/09/2004,908000,LA CASA,1292,Resale,2019,"208,000",2007,11,2019,8,141,"700,000"
62 WOODLANDS DRIVE 16 #02-25,2008-04-03,2013-11-04,5.5,301090,Woodlands,99 yrs from 13/09/2004,895000,LA CASA,1141,Resale,2013,"301,090",2008,4,2013,11,67,"593,910"
62 WOODLANDS DRIVE 16 #02-26,2008-05-09,2017-03-31,9.0,92000,Woodlands,99 yrs from 13/09/2004,798000,LA CASA,1141,Resale,2017,"92,000",2008,5,2017,3,106,"706,000"
62 WOODLANDS DRIVE 16 #02-28,2008-04-18,2014-04-15,6.0,110000,Woodlands,99 yrs from 13/09/2004,900000,LA CASA,1184,Resale,2014,"110,000",2008,4,2014,4,72,"790,000"
62 WOODLANDS DRIVE 16 #03-25,2008-05-16,2014-09-12,6.5,199560,Woodlands,99 yrs from 13/09/2004,890000,LA CASA,1141,Resale,2014,"199,560",2008,5,2014,9,76,"690,440"
62 WOODLANDS DRIVE 16 #03-27,2007-03-27,2021-06-04,14.0,354000,Woodlands,99 yrs from 13/09/2004,988000,LA CASA,1281,Resale,2021,"354,000",2007,3,2021,6,171,"634,000"
62 WOODLANDS DRIVE 16 #03-28,2007-05-22,2013-07-05,6.0,333000,Woodlands,99 yrs from 13/09/2004,923000,LA CASA,1184,Resale,2013,"333,000",2007,5,2013,7,74,"590,000"
62 WOODLANDS DRIVE 16 #04-25,2007-11-18,2021-02-10,13.0,189000,Woodlands,99 yrs from 13/09/2004,805000,LA CASA,1141,Resale,2021,"189,000",2007,11,2021,2,159,"616,000"
62 WOODLANDS DRIVE 16 #04-28,2007-06-29,2023-04-04,16.0,525779,Woodlands,99 yrs from 13/09/2004,1120000,LA CASA,1184,Resale,2023,"525,779",2007,6,2023,4,190,"594,221"
62 WOODLANDS DRIVE 16 #05-25,2007-04-02,2013-05-06,6.0,325050,Woodlands,99 yrs from 13/09/2004,888000,LA CASA,1141,Resale,2013,"325,050",2007,4,2013,5,73,"562,950"
62 WOODLANDS DRIVE 16 #05-26,2008-01-02,2014-05-26,6.5,227000,Woodlands,99 yrs from 13/09/2004,860000,LA CASA,1141,Resale,2014,"227,000",2008,1,2014,5,76,"633,000"
62 WOODLANDS DRIVE 16 #05-27,2007-09-13,2018-06-12,11.0,227000,Woodlands,99 yrs from 13/09/2004,915000,LA CASA,1259,Resale,2018,"227,000",2007,9,2018,6,129,"688,000"
